model,phase,domain,case_id,written_sign,final_lead,passes_filter,peak_layer,n_layers,rel_depth,late
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_111,-,24.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_114,+,11.0000,1,63,80,0.797468,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_115,-,29.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_116,+,23.8750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_117,-,28.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_118,-,25.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_121,-,25.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_122,-,25.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_124,-,28.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_125,+,22.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_126,-,25.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_127,-,24.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_128,-,25.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_130,-,28.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_132,-,26.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_135,+,21.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_136,-,30.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_138,-,28.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_139,-,23.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_142,-,27.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_143,-,25.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_144,-,26.3750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_145,-,32.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_149,-,25.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_151,-,26.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_152,+,18.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_153,+,22.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_155,+,0.7500,0,63,80,0.797468,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_156,-,0.7500,0,1,80,0.012658,0
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_157,+,5.5000,1,58,80,0.734177,0
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_159,-,30.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_160,-,22.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_161,+,18.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_162,-,27.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_163,-,28.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_164,-,29.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_166,-,27.3750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_167,-,28.3750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_168,+,8.5000,1,58,80,0.734177,0
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_169,-,27.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_170,-,28.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_171,-,28.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_172,-,5.5000,1,78,80,0.987342,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_173,-,30.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_175,+,16.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_176,-,27.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_179,-,28.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_183,-,27.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_186,-,26.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_187,-,31.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_189,-,26.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_192,-,26.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_193,+,13.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_195,+,20.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_196,+,21.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_197,-,30.8750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_051,+,29.3750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_057,-,16.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_059,+,24.8750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_060,+,32.8750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_063,-,23.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_066,+,17.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_069,+,22.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_071,-,20.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_074,+,29.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_079,-,8.7500,1,78,80,0.987342,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_084,+,30.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_085,-,18.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_089,+,25.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_090,+,30.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_092,+,25.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_097,-,25.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_099,+,30.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_100,+,23.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_101,+,6.2500,1,60,80,0.759494,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_104,+,29.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_107,-,26.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_112,+,27.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_119,-,30.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_120,+,31.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_123,-,21.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_131,+,30.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_134,+,11.2500,1,77,80,0.974684,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_140,+,31.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_141,+,26.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_147,+,31.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_150,-,27.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_174,+,6.2500,1,77,80,0.974684,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_177,+,30.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_178,+,27.2500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_180,+,30.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_181,-,16.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_184,+,26.8750,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_185,+,29.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_188,+,31.1250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_190,-,26.7500,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_191,-,31.6250,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_194,+,14.5000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_198,-,18.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_199,+,29.0000,1,79,80,1.000000,1
Llama-3.3-70B,heldout,det_correct,NC_4x4_det_200,+,27.8750,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_001,+,5.6250,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_002,-,6.0000,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_004,+,1.8750,0,74,80,0.936709,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_005,-,2.5000,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,C_4x4_det_008,+,18.0000,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_009,-,3.3750,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_010,-,16.5000,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_011,-,1.3750,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,C_4x4_det_014,+,15.6250,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_017,+,15.0000,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_023,+,4.6250,1,74,80,0.936709,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_024,+,6.2500,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_026,+,4.8750,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_027,-,0.7500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,C_4x4_det_030,-,3.5000,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,C_4x4_det_031,+,6.6250,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_032,-,2.6250,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_035,+,3.6250,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_039,+,0.6250,0,71,80,0.898734,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_040,+,-0.3750,0,71,80,0.898734,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_042,-,1.8750,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,C_4x4_det_047,-,12.5000,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,C_4x4_det_048,+,12.6250,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_001,+,7.0000,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_009,+,0.5000,0,71,80,0.898734,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_010,+,-0.6250,0,71,80,0.898734,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_011,-,5.2500,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_018,+,1.3750,0,74,80,0.936709,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_024,-,2.0000,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_028,+,1.0000,0,71,80,0.898734,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_029,-,12.0000,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_036,+,2.8750,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_038,+,8.3750,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_043,-,0.3750,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_047,-,5.2500,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_066,+,4.7500,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_071,+,16.8750,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_080,-,-0.2500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_086,+,17.6875,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_089,+,3.1250,1,74,80,0.936709,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_098,-,7.0000,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_100,-,7.8750,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_101,-,1.5000,0,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_103,+,7.8750,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_105,-,2.1250,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_110,-,3.5000,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_117,-,3.2500,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_123,+,0.1250,0,57,80,0.721519,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_165,-,10.8750,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_166,+,4.3750,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_172,-,10.1250,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_179,-,3.8750,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_183,+,16.3750,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_185,-,2.1250,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_189,-,1.0000,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_190,-,1.7500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_192,-,4.7500,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_194,+,2.5000,1,74,80,0.936709,1
Qwen-2.5-72B,discovery,det_error,NC_4x4_det_198,+,16.7500,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_003,-,0.7500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_006,-,5.0000,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_013,-,8.3750,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_019,-,6.7500,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_020,-,0.1250,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_021,-,2.7500,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_022,+,-0.7500,0,59,80,0.746835,0
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_025,-,1.6250,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_032,-,6.0000,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_033,+,9.1250,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_034,+,1.6250,0,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_036,+,0.7500,0,66,80,0.835443,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_045,-,7.7500,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,C_4x4_det_046,-,8.6250,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_003,+,9.7500,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_004,-,3.8750,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_006,+,0.8750,0,73,80,0.924051,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_015,-,7.5000,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_021,-,6.5000,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_032,+,5.1250,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_033,-,7.7500,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_037,-,3.7500,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_039,-,3.3750,1,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_040,+,4.5000,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_041,-,6.0000,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_046,-,1.2500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_054,+,2.1250,1,74,80,0.936709,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_056,-,3.8750,1,75,80,0.949367,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_060,-,1.7500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_062,-,6.3750,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_064,+,0.6250,0,73,80,0.924051,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_065,-,1.8750,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_076,-,2.3750,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_077,-,4.8750,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_082,-,0.7500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_083,+,6.6250,1,72,80,0.911392,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_085,-,1.5000,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_088,-,8.6250,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_090,-,7.5000,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_094,-,6.3750,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_095,-,6.2500,1,79,80,1.000000,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_107,-,0.7500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_164,-,1.7500,0,0,80,0.000000,0
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_168,-,8.5000,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_178,-,5.3750,1,78,80,0.987342,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_197,-,10.1250,1,77,80,0.974684,1
Qwen-2.5-72B,discovery,det_correct,NC_4x4_det_026,-,3.5000,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_201,-,2.6250,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_202,+,2.0000,1,71,80,0.898734,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_203,+,4.5000,1,72,80,0.911392,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_204,+,1.1250,0,68,80,0.860759,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_205,-,12.7500,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_207,-,15.1250,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_209,-,1.8750,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_210,-,1.8750,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_211,+,3.5000,1,72,80,0.911392,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_213,+,7.2500,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_214,-,1.7500,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_217,-,7.5000,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_218,-,26.7500,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_220,-,1.6250,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_221,+,3.3750,1,74,80,0.936709,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_222,-,3.7500,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_223,+,0.7500,0,68,80,0.860759,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_226,+,15.7500,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_228,-,1.5000,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_229,-,4.5000,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_230,+,3.5000,1,74,80,0.936709,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_231,+,16.3750,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_232,-,0.8750,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_235,+,0.8750,0,71,80,0.898734,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_239,+,15.0000,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_241,-,1.6250,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_242,+,6.3750,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_245,-,2.6250,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_246,-,0.6250,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_247,-,1.8750,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_248,-,7.8750,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_252,+,-1.2500,0,55,80,0.696203,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_253,+,0.7500,0,71,80,0.898734,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_254,-,2.3750,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_256,+,0.1250,0,54,80,0.683544,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_257,-,1.5000,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_258,+,1.5000,0,68,80,0.860759,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_259,-,2.0000,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_263,-,1.7500,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_264,-,4.0000,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_265,-,2.2500,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_266,+,3.1250,1,72,80,0.911392,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_267,-,2.6250,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_268,+,5.2500,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_269,-,9.1250,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_270,-,3.2500,1,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_273,-,5.6250,1,78,80,0.987342,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_275,+,6.8750,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_276,-,6.5000,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_277,+,9.1250,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_278,+,14.6250,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_279,+,1.0000,0,60,80,0.759494,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_280,-,7.0000,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_281,-,5.8750,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_282,-,11.0000,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_283,+,2.6250,1,74,80,0.936709,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_284,+,4.3750,1,77,80,0.974684,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_286,-,1.2500,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_287,-,1.8750,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_289,+,2.6250,1,72,80,0.911392,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_290,-,0.5000,0,0,80,0.000000,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_291,+,2.2500,1,72,80,0.911392,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_292,+,3.0000,1,72,80,0.911392,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_293,+,0.2500,0,59,80,0.746835,0
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_295,-,6.5000,1,79,80,1.000000,1
Qwen-2.5-72B,heldout,det_error,NC_4x4_det_296,+,13.8750,1,77,80,0.974684,1
